time,on/off,note,velocity,channel,param
85.25,off,45,0,3,
85.25,on,71,127,0,
85.25,on,55,127,2,
85.25,on,43,127,3,
85.5,off,71,0,0,
85.5,off,55,0,2,
85.5,off,43,0,3,
85.5,on,72,127,0,
85.5,on,53,127,2,
85.5,on,45,127,3,
85.75,off,69,0,1,
85.75,off,53,0,2,
85.75,on,67,127,1,
85.75,on,52,127,2,
86.0,off,72,0,0,
86.0,off,45,0,3,
86.0,off,67,0,1,
86.0,off,52,0,2,
86.0,on,72,127,0,
86.0,on,66,127,1,
86.0,on,50,127,2,
86.0,on,46,127,3,
86.25,off,66,0,1,
86.25,on,62,127,1,
86.5,off,72,0,0,
86.5,off,62,0,1,
86.5,on,70,127,0,
86.5,on,67,127,1,
86.75,off,46,0,3,
86.75,on,43,127,3,
87.0,off,70,0,0,
87.0,off,43,0,3,
87.0,on,69,127,0,
87.0,on,50,127,3,
87.25,off,67,0,1,
87.25,on,64,127,1,
87.5,off,50,0,2,
87.5,off,69,0,0,
87.5,off,64,0,1,
87.5,on,65,127,1,
87.5,on,57,127,2,
87.75,off,57,0,2,
87.75,on,53,127,2,
88.0,off,53,0,2,
88.0,on,58,127,2,
88.25,off,65,0,1,
88.25,on,62,127,1,
88.5,off,50,0,3,
88.5,off,62,0,1,
88.5,on,67,127,1,
88.5,on,52,127,3,
88.75,off,58,0,2,
88.75,on,55,127,2,
89.0,off,55,0,2,
89.0,on,60,127,2,
89.25,off,67,0,1,
89.25,on,64,127,1,
89.5,off,52,0,3,
89.5,off,64,0,1,
89.5,on,69,127,1,
89.5,on,53,127,3,
89.75,off,60,0,2,
89.75,on,57,127,2,
90.0,off,57,0,2,
90.0,on,62,127,2,
90.25,off,69,0,1,
90.25,on,65,127,1,
90.5,off,62,0,2,
90.5,off,65,0,1,
90.5,on,70,127,1,
90.5,on,55,127,2,
90.75,off,53,0,3,
90.75,on,50,127,3,
91.0,off,55,0,2,
91.0,off,50,0,3,
91.0,on,60,127,2,
91.0,on,52,127,3,
91.25,off,70,0,1,
91.25,on,67,127,1,
91.5,off,60,0,2,
91.5,off,67,0,1,
91.5,on,69,127,1,
91.5,on,53,127,2,
91.75,off,52,0,3,
91.75,on,49,127,3,
92.0,off,53,0,2,
92.0,off,49,0,3,
92.0,on,58,127,2,
92.0,on,50,127,3,
92.25,off,69,0,1,
92.25,on,65,127,1,
92.5,off,58,0,2,
92.5,off,65,0,1,
92.5,on,67,127,1,
92.5,on,52,127,2,
92.75,off,50,0,3,
92.75,on,47,127,3,
93.0,off,52,0,2,
93.0,off,47,0,3,
93.0,on,57,127,2,
93.0,on,49,127,3,
93.25,off,49,0,3,
93.25,on,45,127,3,
93.5,off,67,0,1,
93.5,off,45,0,3,
93.5,on,65,127,1,
93.5,on,50,127,3,
93.75,off,65,0,1,
93.75,on,62,127,1,
94.0,off,57,0,2,
94.0,off,62,0,1,
94.0,on,69,127,1,
94.0,on,52,127,2,
94.25,off,50,0,3,
94.25,on,48,127,3,
94.5,off,52,0,2,
94.5,off,48,0,3,
94.5,on,57,127,2,
94.5,on,47,127,3,
94.75,off,47,0,3,
94.75,on,45,127,3,
95.0,off,69,0,1,
95.0,off,45,0,3,
95.0,on,74,127,1,
95.0,on,47,127,3,
95.25,off,57,0,2,
95.25,on,56,127,2,
95.5,off,56,0,2,
95.5,on,54,127,2,
95.75,off,54,0,2,
95.75,on,56,127,2,
96.0,off,47,0,3,
96.0,off,56,0,2,
96.0,on,76,127,0,
96.0,on,57,127,2,
96.0,on,45,127,3,
96.25,off,74,0,1,
96.25,on,73,127,1,
96.5,off,45,0,3,
96.5,off,73,0,1,
96.5,on,71,127,1,
96.75,off,57,0,2,
96.75,off,71,0,1,
96.75,on,73,127,1,
96.75,on,55,127,2,
97.0,off,76,0,0,
97.0,off,73,0,1,
97.0,off,55,0,2,
97.0,on,81,127,0,
97.0,on,74,127,1,
97.0,on,53,127,2,
97.25,off,74,0,1,
97.25,off,53,0,2,
97.25,on,69,127,1,
97.25,on,52,127,2,
97.5,off,69,0,1,
97.5,off,52,0,2,
97.5,on,76,127,1,
97.5,on,50,127,2,
97.75,off,50,0,2,
97.75,on,49,127,2,
98.0,off,81,0,0,
98.0,off,49,0,2,
98.0,on,77,127,0,
98.0,on,50,127,2,
98.25,off,76,0,1,
98.25,on,69,127,1,
98.5,off,50,0,2,
98.5,off,69,0,1,
98.5,on,74,127,1,
98.5,on,53,127,2,
98.75,off,53,0,2,
98.75,on,50,127,2,
99.0,off,77,0,0,
99.0,off,74,0,1,
99.0,off,50,0,2,
99.0,on,74,127,0,
99.0,on,58,127,2,
99.25,on,65,127,1,
99.5,off,58,0,2,
99.5,off,65,0,1,
99.5,on,70,127,1,
99.5,on,55,127,2,
99.75,off,55,0,2,
99.75,on,52,127,2,
100.0,off,74,0,0,
100.0,off,52,0,2,
100.0,on,73,127,0,
100.0,on,57,127,2,
100.25,off,70,0,1,
100.25,on,64,127,1,
100.5,off,64,0,1,
100.5,on,69,127,1,
100.75,off,57,0,2,
100.75,on,65,127,2,
101.0,off,73,0,0,
101.0,off,65,0,2,
101.0,on,74,127,0,
101.0,on,59,127,2,
101.25,off,69,0,1,
101.25,on,67,127,1,
101.5,off,74,0,0,
101.5,off,59,0,2,
101.5,off,67,0,1,
101.5,on,76,127,0,
101.5,on,65,127,1,
101.5,on,61,127,2,
101.75,off,65,0,1,
101.75,on,64,127,1,
102.0,off,76,0,0,
102.0,off,61,0,2,
102.0,off,64,0,1,
102.0,on,77,127,0,
102.0,on,62,127,1,
102.0,on,62,127,2,
102.25,off,62,0,1,
102.25,on,69,127,1,
102.5,off,62,0,2,
102.5,off,69,0,1,
102.5,on,74,127,1,
102.5,on,59,127,2,
102.75,off,74,0,1,
102.75,off,59,0,2,
102.75,on,71,127,1,
102.75,on,55,127,2,
103.0,off,71,0,1,
103.0,off,55,0,2,
103.0,on,67,127,1,
103.0,on,60,127,2,
103.25,off,77,0,0,
103.25,off,67,0,1,
103.25,on,79,127,0,
103.25,on,64,127,1,
103.5,off,60,0,2,
103.5,off,79,0,0,
103.5,off,64,0,1,
103.5,on,77,127,0,
103.5,on,72,127,1,
103.5,on,57,127,2,
103.75,off,77,0,0,
103.75,off,57,0,2,
103.75,on,76,127,0,
103.75,on,53,127,2,
104.0,off,76,0,0,
104.0,off,53,0,2,
104.0,on,74,127,0,
104.0,on,58,127,2,
104.25,off,58,0,2,
104.25,on,62,127,2,
104.5,off,72,0,1,
104.5,off,62,0,2,
104.5,on,70,127,1,
104.5,on,67,127,2,
104.75,off,74,0,0,
104.75,on,76,127,0,
105.0,off,70,0,1,
105.0,off,76,0,0,
105.0,on,73,127,0,
105.0,on,69,127,1,
105.25,off,67,0,2,
105.25,on,64,127,2,
105.5,off,73,0,0,
105.5,off,64,0,2,
105.5,on,74,127,0,
105.5,on,65,127,2,
105.75,off,74,0,0,
105.75,on,77,127,0,
106.0,off,69,0,1,
106.0,off,77,0,0,
106.0,on,70,127,0,
106.0,on,67,127,1,
106.25,off,65,0,2,
106.25,on,65,127,2,
106.5,off,65,0,2,
106.5,on,64,127,2,
106.75,off,67,0,1,
106.75,off,64,0,2,
106.75,on,65,127,1,
106.75,on,62,127,2,
107.0,off,65,0,1,
107.0,off,62,0,2,
107.0,on,64,127,1,
107.0,on,61,127,2,
107.25,off,70,0,0,
107.25,on,70,127,0,
107.5,off,70,0,0,
107.5,on,69,127,0,
107.75,off,69,0,0,
107.75,on,67,127,0,
108.0,off,61,0,2,
108.0,off,67,0,0,
108.0,on,65,127,0,
108.0,on,62,127,2,
108.25,off,62,0,2,
108.25,on,60,127,2,
108.5,off,64,0,1,
108.5,off,60,0,2,
108.5,on,62,127,1,
108.5,on,58,127,2,
108.75,off,62,0,1,
108.75,off,58,0,2,
108.75,on,61,127,1,
108.75,on,57,127,2,
109.0,off,65,0,0,
109.0,off,61,0,1,
109.0,off,57,0,2,
109.0,on,70,127,0,
109.0,on,62,127,1,
109.0,on,55,127,2,
109.25,off,55,0,2,
109.25,on,57,127,2,
109.5,off,62,0,1,
109.5,off,57,0,2,
109.5,on,67,127,1,
109.5,on,58,127,2,
109.75,off,58,0,2,
109.75,on,60,127,2,
110.0,off,70,0,0,
110.0,off,60,0,2,
110.0,on,69,127,0,
110.0,on,62,127,2,
110.0,on,50,127,3,
110.25,off,62,0,2,
110.25,on,57,127,2,
110.5,off,57,0,2,
110.5,on,62,127,2,
110.75,off,67,0,1,
110.75,on,65,127,1,
111.0,off,50,0,3,
111.0,off,65,0,1,
111.0,on,64,127,1,
111.0,on,57,127,3,
111.25,off,62,0,2,
111.25,on,59,127,2,
111.5,off,69,0,0,
111.5,off,59,0,2,
111.5,on,76,127,0,
111.5,on,61,127,2,
111.75,off,64,0,1,
111.75,on,64,127,1,
112.0,off,57,0,3,
112.0,off,64,0,1,
112.0,on,69,127,1,
112.0,on,53,127,3,
112.25,off,76,0,0,
112.25,off,61,0,2,
112.25,on,73,127,0,
112.25,on,64,127,2,
112.5,off,73,0,0,
112.5,off,64,0,2,
112.5,on,74,127,0,
112.5,on,57,127,2,
112.75,off,74,0,0,
112.75,off,57,0,2,
112.75,on,76,127,0,
112.75,on,61,127,2,
113.0,off,53,0,3,
113.0,off,76,0,0,
113.0,off,61,0,2,
113.0,on,77,127,0,
113.0,on,62,127,2,
113.0,on,50,127,3,
113.25,off,77,0,0,
113.25,on,74,127,0,
113.5,off,69,0,1,
113.5,off,62,0,2,
113.5,off,74,0,0,
113.5,on,79,127,0,
113.5,on,67,127,1,
113.5,on,58,127,2,
113.75,off,67,0,1,
113.75,off,58,0,2,
113.75,on,70,127,1,
113.75,on,55,127,2,
114.0,off,50,0,3,
114.0,off,70,0,1,
114.0,off,55,0,2,
114.0,on,69,127,1,
114.0,on,52,127,2,
114.0,on,49,127,3,
114.25,off,79,0,0,
114.25,on,76,127,0,
114.5,off,76,0,0,
114.5,on,81,127,0,
114.75,off,81,0,0,
114.75,on,79,127,0,
115.0,off,52,0,2,
115.0,off,49,0,3,
115.0,off,79,0,0,
115.0,on,77,127,0,
115.0,on,53,127,2,
115.0,on,50,127,3,
115.25,off,69,0,1,
115.25,off,77,0,0,
115.25,on,76,127,0,
115.25,on,67,127,1,
115.5,off,53,0,2,
115.5,off,50,0,3,
115.5,off,76,0,0,
115.5,off,67,0,1,
115.5,on,74,127,0,
115.5,on,65,127,1,
115.5,on,55,127,2,
115.5,on,52,127,3,
115.75,off,74,0,0,
115.75,off,65,0,1,
115.75,on,73,127,0,
115.75,on,64,127,1,
116.0,off,55,0,2,
116.0,off,52,0,3,
116.0,off,73,0,0,
116.0,off,64,0,1,
116.0,on,74,127,0,
116.0,on,62,127,1,
116.0,on,57,127,2,
116.0,on,53,127,3,
116.25,off,74,0,0,
116.25,on,72,127,0,
116.5,off,72,0,0,
116.5,on,70,127,0,
116.75,off,70,0,0,
116.75,on,69,127,0,
117.0,off,57,0,2,
117.0,off,69,0,0,
117.0,on,67,127,0,
117.0,on,59,127,2,
117.25,off,53,0,3,
117.25,on,55,127,3,
117.5,off,62,0,1,
117.5,off,59,0,2,
117.5,off,55,0,3,
117.5,on,64,127,1,
117.5,on,61,127,2,
117.5,on,53,127,3,
117.75,off,53,0,3,
117.75,on,52,127,3,
118.0,off,64,0,1,
118.0,off,61,0,2,
118.0,off,52,0,3,
118.0,on,57,127,1,
118.0,on,62,127,2,
118.0,on,50,127,3,
118.25,off,67,0,0,
118.25,on,64,127,0,
118.5,off,57,0,1,
118.5,off,62,0,2,
118.5,off,64,0,0,
118.5,on,65,127,0,
118.75,off,65,0,0,
118.75,on,62,127,0,
119.0,off,62,0,0,
119.0,on,69,127,0,
119.25,off,50,0,3,
119.25,on,51,127,3,
119.5,off,51,0,3,
119.5,on,63,127,1,
119.5,on,54,127,2,
119.5,on,50,127,3,
119.75,off,50,0,3,
119.75,on,48,127,3,
120.0,off,63,0,1,
120.0,off,54,0,2,
120.0,off,48,0,3,
120.0,on,62,127,1,
120.0,on,55,127,2,
120.0,on,46,127,3,
120.25,off,69,0,0,
120.25,off,55,0,2,
120.25,on,66,127,0,
120.25,on,57,127,2,
120.5,off,66,0,0,
120.5,off,57,0,2,
120.5,on,67,127,0,
120.5,on,58,127,2,
120.75,off,67,0,0,
120.75,on,70,127,0,
121.0,off,62,0,1,
121.0,off,58,0,2,
121.0,off,70,0,0,
121.0,on,72,127,0,
121.25,off,46,0,3,
121.25,on,48,127,3,
121.5,off,48,0,3,
121.5,on,66,127,1,
121.5,on,60,127,2,
121.5,on,46,127,3,
121.75,off,46,0,3,
121.75,on,45,127,3,
122.0,off,66,0,1,
122.0,off,60,0,2,
122.0,off,45,0,3,
122.0,on,67,127,1,
122.0,on,62,127,2,
122.0,on,43,127,3,
122.25,off,72,0,0,
122.25,off,67,0,1,
122.25,on,69,127,0,
122.25,on,66,127,1,
122.5,off,69,0,0,
122.5,off,66,0,1,
122.5,on,70,127,0,
122.5,on,67,127,1,
122.75,off,70,0,0,
122.75,on,74,127,0,
123.0,off,62,0,2,
123.0,off,67,0,1,
123.0,off,74,0,0,
123.0,on,75,127,0,
123.25,on,55,127,2,
123.5,off,43,0,3,
123.5,off,75,0,0,
123.5,on,74,127,0,
123.5,on,70,127,1,
123.5,on,43,127,3,
123.75,off,55,0,2,
123.75,on,53,127,2,
124.0,off,74,0,0,
124.0,off,53,0,2,
124.0,on,73,127,0,
124.0,on,52,127,2,
124.25,off,70,0,1,
124.25,on,69,127,1,
124.5,off,73,0,0,
124.5,off,69,0,1,
124.5,on,81,127,0,
124.5,on,77,127,1,
124.75,off,77,0,1,
124.75,on,74,127,1,
125.0,off,52,0,2,
125.0,off,74,0,1,
125.0,on,71,127,1,
125.25,off,81,0,0,
125.25,on,74,127,0,
125.5,off,71,0,1,
125.5,off,74,0,0,
125.5,on,79,127,0,
125.5,on,76,127,1,
125.75,off,76,0,1,
125.75,on,73,127,1,
126.0,off,73,0,1,
126.0,on,69,127,1,
126.25,off,79,0,0,
126.25,on,73,127,0,
126.5,off,69,0,1,
126.5,off,73,0,0,
126.5,on,77,127,0,
126.5,on,74,127,1,
126.5,on,53,127,2,
126.75,off,74,0,1,
126.75,off,53,0,2,
126.75,on,69,127,1,
126.75,on,50,127,2,
127.0,off,69,0,1,
127.0,off,50,0,2,
127.0,on,70,127,1,
127.0,on,55,127,2,
127.25,off,77,0,0,
127.25,on,74,127,0,
127.5,off,74,0,0,
127.5,on,76,127,0,
127.75,off,70,0,1,
127.75,off,55,0,2,
127.75,on,67,127,1,
127.75,on,49,127,2,
128.0,off,67,0,1,
128.0,off,49,0,2,
128.0,on,69,127,1,
128.0,on,53,127,2,
128.25,off,76,0,0,
128.25,on,73,127,0,
128.5,off,73,0,0,
128.5,on,74,127,0,
128.75,off,69,0,1,
128.75,off,53,0,2,
128.75,on,65,127,1,
128.75,on,50,127,2,
129.0,off,65,0,1,
129.0,off,50,0,2,
129.0,on,64,127,1,
129.0,on,57,127,2,
129.25,off,74,0,0,
129.25,on,71,127,0,
129.5,off,43,0,3,
129.5,off,71,0,0,
129.5,on,72,127,0,
129.5,on,45,127,3,
129.75,off,64,0,1,
129.75,on,67,127,1,
130.0,off,57,0,2,
130.0,off,45,0,3,
130.0,off,67,0,1,
130.0,on,66,127,1,
130.0,on,50,127,2,
130.0,on,46,127,3,
130.25,off,66,0,1,
130.25,on,62,127,1,
130.5,off,72,0,0,
130.5,off,50,0,2,
130.5,off,62,0,1,
130.5,on,70,127,0,
130.5,on,67,127,1,
130.5,on,62,127,2,
130.75,off,46,0,3,
130.75,on,43,127,3,
131.0,off,70,0,0,
131.0,off,43,0,3,
131.0,on,69,127,0,
131.0,on,50,127,3,
131.25,off,67,0,1,
131.25,on,64,127,1,
131.5,off,62,0,2,
131.5,off,64,0,1,
131.5,on,65,127,1,
131.5,on,57,127,2,
131.75,off,69,0,0,
131.75,off,57,0,2,
131.75,on,69,127,0,
131.75,on,53,127,2,
132.0,off,69,0,0,
132.0,off,53,0,2,
132.0,on,74,127,0,
132.0,on,58,127,2,
132.25,off,50,0,3,
132.25,off,65,0,1,
132.25,off,74,0,0,
132.25,on,77,127,0,
132.25,on,74,127,1,
132.25,on,46,127,3,
132.5,off,77,0,0,
132.5,off,74,0,1,
132.5,off,46,0,3,
132.5,on,76,127,0,
132.5,on,72,127,1,
132.5,on,48,127,3,
132.75,off,76,0,0,
132.75,on,79,127,0,
133.0,off,48,0,3,
133.0,off,79,0,0,
133.0,on,77,127,0,
133.0,on,53,127,3,
133.25,off,58,0,2,
133.25,off,77,0,0,
133.25,on,76,127,0,
133.25,on,56,127,2,
133.5,off,76,0,0,
133.5,off,56,0,2,
133.5,on,74,127,0,
133.5,on,57,127,2,
133.75,off,72,0,1,
133.75,on,72,127,1,
134.0,off,57,0,2,
134.0,off,72,0,1,
134.0,on,70,127,1,
134.0,on,62,127,2,
134.25,off,53,0,3,
134.25,off,74,0,0,
134.25,off,70,0,1,
134.25,on,77,127,0,
134.25,on,69,127,1,
134.25,on,50,127,3,
134.5,off,69,0,1,
134.5,off,50,0,3,
134.5,on,68,127,1,
134.5,on,52,127,3,
134.75,off,77,0,0,
134.75,on,76,127,0,
135.0,off,68,0,1,
135.0,off,52,0,3,
135.0,off,76,0,0,
135.0,on,77,127,0,
135.0,on,69,127,1,
135.0,on,57,127,3,
135.25,off,62,0,2,
135.25,off,77,0,0,
135.25,on,74,127,0,
135.25,on,59,127,2,
135.5,off,74,0,0,
135.5,off,59,0,2,
135.5,on,76,127,0,
135.5,on,60,127,2,
135.75,off,69,0,1,
135.75,on,64,127,1,
136.0,off,60,0,2,
136.0,off,64,0,1,
136.0,on,69,127,1,
136.0,on,65,127,2,
136.25,off,57,0,3,
136.25,off,76,0,0,
136.25,on,74,127,0,
136.25,on,53,127,3,
136.5,off,69,0,1,
136.5,off,74,0,0,
136.5,off,53,0,3,
136.5,on,72,127,0,
136.5,on,67,127,1,
136.5,on,55,127,3,
136.75,off,72,0,0,
136.75,on,71,127,0,
137.0,off,55,0,3,
137.0,off,71,0,0,
137.0,on,72,127,0,
137.0,on,60,127,3,
137.25,off,65,0,2,
137.25,on,62,127,2,
137.5,off,62,0,2,
137.5,on,63,127,2,
137.75,off,67,0,1,
137.75,off,72,0,0,
137.75,on,81,127,0,
137.75,on,72,127,1,
138.0,off,63,0,2,
138.0,off,81,0,0,
138.0,off,72,0,1,
138.0,on,79,127,0,
138.0,on,69,127,1,
138.0,on,62,127,2,
138.25,off,60,0,3,
138.25,off,79,0,0,
138.25,on,78,127,0,
138.25,on,57,127,3,
138.5,off,69,0,1,
138.5,off,78,0,0,
138.5,off,57,0,3,
138.5,on,79,127,0,
138.5,on,67,127,1,
138.5,on,58,127,3,
138.75,off,79,0,0,
138.75,on,82,127,0,
139.0,off,62,0,2,
139.0,off,82,0,0,
139.0,on,73,127,0,
139.0,on,64,127,2,
139.5,off,67,0,1,
139.5,off,58,0,3,
139.5,off,73,0,0,
139.5,off,64,0,2,
141.0,on,74,127,0,
141.0,on,69,127,1,
141.0,on,65,127,2,
141.0,on,57,127,3,
141.5,off,74,0,0,
141.5,off,69,0,1,
141.5,off,65,0,2,
141.5,off,57,0,3,
143.0,on,74,127,0,
143.0,on,71,127,1,
143.0,on,65,127,2,
143.0,on,56,127,3,
144.0,off,71,0,1,
144.0,off,56,0,3,
144.0,on,69,127,1,
144.0,on,57,127,3,
144.5,off,65,0,2,
144.5,on,64,127,2,
144.75,off,64,0,2,
144.75,on,62,127,2,
145.0,off,62,0,2,
145.0,on,64,127,2,
145.25,off,74,0,0,
145.25,on,71,127,0,
145.5,off,57,0,3,
145.5,off,64,0,2,
145.5,off,71,0,0,
145.5,on,73,127,0,
145.5,on,45,127,3,
145.75,off,69,0,1,
145.75,on,67,127,1,
146.0,off,73,0,0,
146.0,off,45,0,3,
146.0,off,67,0,1,
146.0,on,74,127,0,
146.0,on,66,127,1,
146.0,on,57,127,2,
146.0,on,50,127,3,
146.25,off,66,0,1,
146.25,on,67,127,1,
146.5,off,67,0,1,
146.5,on,69,127,1,
146.75,off,74,0,0,
146.75,on,72,127,0,
147.0,off,57,0,2,
147.0,off,72,0,0,
147.0,on,70,127,0,
147.0,on,62,127,2,
147.25,off,69,0,1,
147.25,on,67,127,1,
147.5,off,67,0,1,
147.5,on,72,127,1,
147.75,off,70,0,0,
147.75,on,69,127,0,
148.0,off,62,0,2,
148.0,off,69,0,0,
148.0,on,62,127,0,
148.0,on,58,127,2,
148.25,off,72,0,1,
148.25,on,66,127,1,
148.5,off,66,0,1,
148.5,on,67,127,1,
148.75,off,67,0,1,
148.75,on,70,127,1,
149.0,off,62,0,0,
149.0,off,58,0,2,
149.0,off,70,0,1,
149.0,on,63,127,1,
149.0,on,55,127,2,
149.25,on,67,127,0,
149.5,off,67,0,0,
149.5,on,69,127,0,
149.75,off,69,0,0,
149.75,on,72,127,0,
150.0,off,63,0,1,
150.0,off,55,0,2,
150.0,on,62,127,1,
150.0,on,54,127,2,
150.25,off,72,0,0,
150.25,on,70,127,0,
150.5,off,62,0,1,
150.5,off,70,0,0,
150.5,on,72,127,0,
150.5,on,57,127,1,
150.75,off,72,0,0,
150.75,on,75,127,0,
151.0,off,54,0,2,
151.0,off,57,0,1,
151.0,on,58,127,1,
151.0,on,55,127,2,
151.25,off,75,0,0,
151.25,on,74,127,0,
151.5,off,58,0,1,
151.5,off,55,0,2,
151.5,off,74,0,0,
151.5,on,78,127,0,
151.5,on,60,127,1,
151.5,on,57,127,2,
151.75,off,78,0,0,
151.75,on,81,127,0,
152.0,off,60,0,1,
152.0,off,57,0,2,
152.0,on,62,127,1,
152.0,on,58,127,2,
152.25,off,81,0,0,
152.25,on,79,127,0,
152.375,off,79,0,0,
152.375,on,81,127,0,
152.5,off,62,0,1,
152.5,off,81,0,0,
152.5,on,82,127,0,
152.5,on,55,127,1,
152.75,off,82,0,0,
152.75,on,73,127,0,
153.0,off,73,0,0,
153.0,on,74,127,0,
153.25,off,58,0,2,
153.25,off,55,0,1,
153.25,on,70,127,1,
153.25,on,62,127,2,
153.5,off,70,0,1,
153.5,off,62,0,2,
153.5,on,69,127,1,
153.5,on,60,127,2,
153.75,off,69,0,1,
153.75,off,60,0,2,
153.75,on,67,127,1,
153.75,on,58,127,2,
154.0,off,58,0,2,
154.0,on,57,127,2,
154.25,off,67,0,1,
154.25,on,66,127,1,
154.5,off,57,0,2,
154.5,off,66,0,1,
154.5,on,64,127,1,
154.5,on,57,127,2,
154.75,off,64,0,1,
154.75,on,67,127,1,
155.0,off,67,0,1,
155.0,on,66,127,1,
156.0,off,50,0,3,
156.0,off,74,0,0,
156.0,off,57,0,2,
156.0,off,66,0,1,
